B_COUNTRY_ALPHA,H_URBRURAL,Q260,X003R2,Q275R,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q11P,Q121,Q123,Q124,Q12P,Q130P,Q149,Q150,Q151P,Q15P,Q160,Q162,Q163,Q164,Q165P,Q166P,Q169P,Q16P,Q170P,Q171P,Q172P,Q173P,Q176P,Q17P,Q180,Q182,Q184,Q185,Q186,Q188,Q189,Q190,Q195,Q197P,Q199P,Q19P,Q20P,Q21P,Q224P,Q22P,Q23P,Q234P,Q235P,Q236P,Q237P,Q238P,Q239P,Q241,Q242,Q243,Q245,Q246,Q248,Q249,Q250,Q254P,Q255P,Q259P,Q25P,Q26P,Q27P,Q28P,Q29P,Q2P,Q30P,Q32P,Q33P,Q34P,Q35P,Q37P,Q38P,Q39P,Q3P,Q41P,Q42,Q4P,Q57P,Q5P,Q64P,Q65P,Q66P,Q68P,Q69P,Q6P,Q70P,Q71P,Q72P,Q73P,Q77P,Q8P,Q90,Q9P
AND,1,2,1,2,3,2,3,2,2,2,7,1,4,2,0,0,3,2,1,0,0,3,3,7,7,0,1,2,1,2,3,7,2,4,1,3,3,4,7,3,7,2,3,3,2,3,0,1,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,8,8,3,3,3,0,0,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,4,1
AND,1,2,1,3,2,2,3,2,3,1,7,1,4,2,0,1,3,2,1,0,1,3,3,7,7,0,1,1,1,1,6,7,2,3,1,3,7,7,7,7,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,7,3,7,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
AND,1,2,2,1,2,2,2,2,2,2,5,1,3,2,0,1,3,2,2,0,1,2,2,3,3,0,0,2,1,2,2,2,2,3,1,2,2,3,3,3,3,2,2,2,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,2,3,2,3,2,7,7,2,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,1,2,2,2,3,3,4,3,2,2,5,1,4,2,0,1,3,2,2,0,1,4,3,4,7,1,1,2,1,2,5,7,2,4,1,4,3,4,4,4,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,7,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,4,1
AND,1,2,2,3,3,2,4,3,3,1,7,1,4,2,0,1,3,2,2,0,1,3,7,7,7,1,1,2,1,2,6,7,2,4,1,3,7,7,7,7,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,4,8,3,7,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
AND,1,2,3,1,2,2,2,2,2,1,7,1,3,2,0,1,3,2,2,0,0,2,2,2,3,0,0,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,3,2,3,2,7,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,1,2,3,2,3,3,4,3,3,1,7,1,3,2,0,1,3,2,2,0,1,3,3,4,7,1,1,2,1,2,2,7,2,3,1,3,3,4,4,3,4,2,2,3,2,3,0,0,0,3,0,0,3,3,3,2,3,2,3,3,7,3,7,3,8,8,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,4,3,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,3,3,1,4,1
AND,1,2,3,3,3,3,7,3,3,1,7,1,4,2,0,1,3,2,2,0,1,3,3,7,7,1,1,2,1,1,2,7,2,3,1,3,3,7,7,3,7,2,2,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,8,3,8,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
AND,2,1,1,2,3,2,3,2,2,2,4,1,3,2,0,1,3,1,2,0,1,3,3,4,7,1,1,2,1,2,3,7,2,3,1,3,3,3,3,3,4,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,3,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,3,1
AND,2,1,1,3,3,2,3,2,1,2,7,1,4,2,0,1,3,1,1,1,1,7,3,7,7,1,1,2,1,2,6,7,2,3,1,3,3,7,7,7,7,2,3,3,3,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,7,3,7,3,7,8,3,3,3,0,0,3,1,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1
AND,2,1,2,1,2,2,3,2,2,2,4,1,3,2,2,1,3,1,2,0,1,2,2,2,3,1,1,2,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,2,0,0,1,3,0,0,3,3,2,2,3,2,2,2,3,2,3,2,2,4,2,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,2,1,2,2,4,3,4,3,2,2,7,1,3,2,2,1,3,1,2,1,1,4,4,4,7,1,1,2,1,2,5,6,2,4,1,4,3,4,4,4,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,3,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,4,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,4,1
AND,2,1,2,3,4,2,7,3,3,2,7,1,4,2,2,1,3,1,2,1,1,7,7,7,8,1,1,2,1,2,6,7,2,4,1,3,3,7,7,7,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,4,7,3,7,3,7,8,3,3,3,0,0,3,1,2,3,2,3,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1
AND,2,1,3,1,2,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,2,7,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,2,2,3,2,3,2,2,4,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,2,1,3,2,3,3,4,4,3,2,7,1,3,2,2,1,3,1,2,0,1,4,4,4,7,1,1,2,1,2,6,7,2,3,1,3,2,3,4,3,3,2,2,3,2,2,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,3,8,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,3,3,4,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,1,4,1
AND,2,1,3,3,3,3,7,3,3,2,7,1,4,2,0,1,3,1,2,0,1,7,7,7,8,1,1,2,1,1,6,7,2,3,1,3,2,3,7,3,7,2,2,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,3,3,7,3,7,3,7,8,3,3,3,0,0,3,1,1,3,2,3,3,3,3,3,4,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1
AND,2,2,1,2,3,2,3,3,2,1,4,1,3,2,0,1,3,2,2,0,1,3,3,4,7,1,1,2,1,2,3,7,2,3,1,3,3,3,4,3,4,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,2,3,3,7,3,7,3,7,8,3,3,3,0,0,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,1,3,1
AND,2,2,1,3,2,2,3,2,3,1,5,1,4,2,0,1,3,2,1,0,1,3,3,7,7,1,1,2,1,2,6,7,2,3,1,3,3,7,7,3,7,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,3,7,3,7,3,7,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
AND,2,2,2,1,2,2,3,2,2,2,4,1,3,2,0,1,3,2,2,0,1,2,2,2,3,1,1,2,1,2,2,2,2,3,1,2,2,3,3,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,3,2,3,2,3,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,2,2,2,2,3,3,4,3,2,2,5,1,3,2,0,1,3,2,2,0,1,4,3,4,7,1,1,2,1,2,5,7,2,4,1,3,3,4,4,3,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,7,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,3,1
AND,2,2,2,3,3,2,4,3,3,1,5,1,4,2,0,1,3,2,2,0,1,3,3,7,7,1,1,2,1,2,6,7,2,3,1,3,3,7,7,3,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,7,3,7,3,8,8,3,3,3,0,0,3,2,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
AND,2,2,3,1,2,2,2,2,2,1,3,1,3,2,0,1,3,2,2,0,1,2,2,2,7,1,1,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,2,2,3,2,7,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
AND,2,2,3,2,3,3,4,3,2,1,7,1,3,2,0,1,3,2,2,0,1,3,3,4,7,1,1,2,1,2,2,7,2,3,1,3,3,3,3,3,3,2,2,3,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,3,7,3,7,3,7,8,3,3,3,0,0,3,2,1,3,2,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,3,3,1,3,1
AND,2,2,3,3,3,3,7,3,3,1,7,1,3,2,0,1,3,2,2,0,1,3,3,7,7,1,1,2,1,2,2,7,2,3,1,3,3,7,7,3,3,2,2,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,7,3,7,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
ARG,1,1,1,1,2,2,3,2,2,2,7,1,3,2,0,1,3,1,1,0,0,2,2,3,3,0,0,2,1,2,2,2,2,3,1,3,2,3,3,3,3,2,2,3,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,2,3,2,7,2,3,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,1,1,2,3,2,4,2,2,2,7,1,4,2,0,1,3,1,1,1,0,4,3,7,7,1,1,2,1,2,3,6,2,4,1,4,3,4,4,4,4,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,7,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,4,1
ARG,1,1,1,3,3,2,7,3,3,2,7,1,4,2,0,1,3,1,1,1,1,7,7,7,7,1,1,3,1,2,6,7,2,4,1,3,3,7,7,7,7,2,3,3,3,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,8,3,7,3,7,8,3,3,3,0,0,3,1,1,3,2,3,3,3,3,3,4,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
ARG,1,1,2,1,3,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,3,3,0,0,2,1,2,2,2,2,4,1,3,2,3,3,3,3,2,2,3,2,2,0,0,1,3,0,0,3,3,2,2,3,2,3,2,3,3,3,2,2,7,2,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,1,2,2,4,4,4,3,2,2,7,1,4,2,2,1,3,1,2,1,1,4,4,4,7,1,1,2,1,2,5,6,2,4,1,4,3,4,4,4,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,2,4,4,7,4,7,3,7,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,4,1
ARG,1,1,2,3,4,4,4,3,3,2,7,1,4,2,2,1,3,1,2,1,1,7,7,7,7,1,1,2,1,2,6,7,2,4,1,3,3,7,7,7,7,2,3,4,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,4,8,4,8,4,7,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1
ARG,1,1,3,1,2,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,2,3,0,0,2,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,3,2,3,2,7,2,2,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,1,3,2,4,4,4,4,3,2,7,1,4,2,0,1,3,1,2,0,1,4,4,4,7,1,1,2,1,2,2,6,2,4,1,4,3,4,4,3,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,2,3,2,3,4,7,4,7,3,7,8,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,4,3,4,2,3,2,3,3,3,2,3,2,3,2,2,3,3,3,1,4,1
ARG,1,1,3,3,4,4,7,4,3,2,7,1,4,2,0,1,3,1,2,1,1,7,7,7,8,1,1,2,1,2,6,7,2,4,1,3,3,7,7,3,7,2,2,3,2,3,0,0,0,3,0,0,4,3,3,3,3,2,7,4,8,4,8,3,7,8,3,3,3,0,0,3,1,1,3,2,3,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1
ARG,1,2,1,1,2,2,3,2,2,2,7,1,3,2,0,1,3,2,1,0,0,2,2,3,3,0,0,2,1,2,2,2,2,3,1,3,2,3,3,3,3,2,2,3,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,2,7,2,7,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,2,1,2,3,2,3,3,2,2,7,1,4,2,0,1,3,2,1,0,1,3,3,7,7,1,1,2,1,2,3,6,2,4,1,3,3,4,7,4,7,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,3,7,3,7,3,7,3,8,8,3,3,3,0,0,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,4,1
ARG,1,2,1,3,3,2,3,2,3,1,7,1,4,2,0,1,3,2,1,0,1,3,3,7,7,1,1,2,1,2,3,7,2,4,1,3,7,7,7,7,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,8,3,8,3,8,8,3,3,3,0,0,3,2,1,3,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
ARG,1,2,2,1,2,2,3,2,2,2,7,1,3,2,0,1,3,2,2,0,1,2,2,3,3,0,1,2,1,2,2,2,2,3,1,2,2,3,3,2,3,2,2,3,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,2,3,2,7,2,7,7,2,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,2,2,2,3,3,4,3,2,2,7,1,4,2,0,1,3,2,2,0,1,4,4,4,7,1,1,2,1,2,5,4,2,4,1,4,3,4,4,4,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,2,4,3,7,3,7,3,8,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,4,1
ARG,1,2,2,3,3,3,4,3,3,1,7,1,4,2,0,1,3,2,2,0,1,3,7,7,7,1,1,2,1,2,3,7,2,4,1,3,3,7,7,7,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,8,3,8,3,8,8,3,3,3,0,0,3,2,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
ARG,1,2,3,1,2,2,3,2,2,1,7,1,3,2,0,1,3,2,2,0,1,2,2,2,3,0,1,2,1,2,2,2,2,3,1,2,2,3,3,2,2,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,3,2,3,2,7,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,1,2,3,2,3,3,4,3,3,1,7,1,3,2,0,1,3,2,2,0,1,3,3,4,7,1,1,2,1,2,2,7,2,4,1,3,3,4,4,4,4,2,3,3,2,3,0,0,0,3,0,0,4,3,3,2,3,2,3,3,7,3,8,3,8,8,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,1,4,1
ARG,1,2,3,3,3,3,7,3,3,1,7,1,4,2,0,1,3,2,2,0,1,3,7,7,7,1,1,2,1,1,2,7,2,3,1,3,3,7,7,3,7,2,2,3,2,3,0,0,0,3,0,0,4,3,3,3,3,2,7,3,8,3,8,3,8,8,3,3,3,0,0,3,1,1,3,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1
ARG,2,1,1,1,2,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,2,3,1,0,2,1,2,2,2,2,3,1,3,2,3,3,3,3,2,2,2,2,2,0,0,0,3,0,0,3,3,3,2,3,2,2,2,3,2,3,2,2,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,2,1,1,2,3,2,3,2,2,2,7,1,3,2,0,1,3,1,1,1,1,3,3,4,7,1,1,2,1,2,3,7,2,3,1,3,3,4,4,3,4,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,7,3,7,3,7,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,3,1
ARG,2,1,2,1,3,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,2,3,1,1,2,1,2,2,2,2,3,1,2,2,2,3,2,3,2,2,3,2,2,0,0,1,3,0,1,3,3,2,2,3,2,2,2,3,2,3,2,2,4,2,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,4,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,2,1,2,2,4,3,4,3,2,2,7,1,3,2,2,1,3,1,2,1,1,4,4,4,7,1,1,2,1,2,5,6,2,4,1,4,3,4,4,4,4,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,2,3,3,7,4,7,3,3,7,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,4,1
ARG,2,1,2,3,4,3,7,3,3,2,7,1,4,2,2,1,3,1,2,1,1,7,7,7,8,1,1,2,1,2,6,7,2,4,1,3,3,7,7,3,7,2,3,3,2,3,0,0,0,3,0,0,4,3,3,3,3,3,7,3,8,3,7,3,7,8,3,3,3,0,0,3,2,2,3,2,3,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1
ARG,2,1,3,1,3,2,3,2,2,2,7,1,3,2,2,1,3,1,2,0,1,2,2,2,7,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,3,0,0,3,3,2,2,3,2,2,2,3,2,3,2,2,4,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,2,1,3,2,4,4,4,4,2,2,7,1,3,2,2,1,3,1,2,1,1,4,4,4,7,1,1,2,1,2,2,7,2,4,1,3,2,4,4,3,3,2,3,4,2,3,0,0,0,3,0,0,3,3,3,3,3,2,3,3,7,4,7,3,3,8,3,3,3,0,0,3,2,2,3,2,2,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,1,4,1
ARG,2,2,1,1,2,2,3,2,2,1,7,1,3,2,0,1,3,2,2,0,1,2,2,2,3,1,1,2,1,2,2,2,2,3,1,2,2,3,3,3,3,2,2,2,2,2,0,0,0,3,0,0,3,3,3,2,3,2,3,2,3,2,7,2,7,7,3,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
ARG,2,2,1,2,3,2,3,3,2,1,7,1,3,2,0,1,3,2,1,0,1,3,3,4,7,1,1,2,1,2,3,7,2,3,1,3,3,4,4,3,4,2,3,3,2,3,0,0,0,3,0,0,3,3,3,3,3,2,3,3,7,3,7,3,8,8,3,3,3,0,0,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,1,3,1
ARG,2,2,2,1,2,2,3,2,2,2,7,1,3,2,2,1,3,2,2,0,1,2,2,2,3,1,1,2,1,2,2,2,2,3,1,2,2,3,3,2,3,2,2,2,2,2,0,0,0,3,0,0,3,3,2,2,3,2,3,2,3,2,3,2,7,7,2,3,3,0,0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,1
